region sanitaria,partido,dependencia,nombre,especialidad,año,cant_camas_criticas
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA INFANTIL,2009,4
VI,AVELLANEDA,Municipales,Hosp. Munic. Dr. Eduardo Wilde,TERAPIA INTENSIVA,2009,6
VI,AVELLANEDA,Provinciales,Hosp. Subz. Mat. Infantil Ana Goittia,TERAPIA INTENSIVA NEONATOLOGICA,2009,5
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2009,13
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA,2009,10
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal Gral. de Ag. Dr. Lucio Meléndez,TERAPIA INTENSIVA,2009,5
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal Gral. de Ag. Dr. Lucio Meléndez,TERAPIA INTENSIVA INFANTIL,2009,7
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal Gral. de Ag. Dr. Lucio Meléndez,TERAPIA INTENSIVA NEONATOLOGICA,2009,8
VI,BERAZATEGUI,Provinciales,Hosp. Zonal Gral. de Ag. Evita Pueblo,TERAPIA INTENSIVA,2009,8
VI,BERAZATEGUI,Provinciales,Hosp. Zonal Gral. de Ag. Evita Pueblo,TERAPIA INTENSIVA NEONATOLOGICA,2009,25
VI,EZEIZA,Provinciales,Hosp. Zonal Gral. de Ag. Madre Teresa de Calcuta,TERAPIA INTENSIVA,2009,9
VI,EZEIZA,Provinciales,Hosp. Zonal Gral. de Ag. Madre Teresa de Calcuta,TERAPIA INTENSIVA NEONATOLOGICA,2009,10
VI,FLORENCIO VARELA,Provinciales,Hosp. Zonal Gral. de Ag. Mi Pueblo,TERAPIA INTENSIVA,2009,6
VI,FLORENCIO VARELA,Provinciales,Hosp. Zonal Gral. de Ag. Mi Pueblo,TERAPIA INTENSIVA NEONATOLOGICA,2009,20
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,TERAPIA INTENSIVA,2009,3
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,UNIDAD CORONARIA,2009,3
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,TERAPIA INTENSIVA NEONATOLOGICA,2009,3
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal. Gral. Ag. Dr. Arturo Oñativia,TERAPIA INTENSIVA,2009,8
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal. Gral. Ag. Dr. Arturo Oñativia,TERAPIA INTENSIVA NEONATOLOGICA,2009,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2014,8
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2014,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2014,7
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2014,4
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2013,8
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2013,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2013,7
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2013,4
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2012,7
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2012,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2012,9
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2012,4
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2011,7
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2011,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2011,8
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2011,4
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2010,7
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2010,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2010,9
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2010,4
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2009,8
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2009,5
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2009,9
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2009,4
VIII,AYACUCHO,Municipales,Hosp. Local Munic. Dr. Pedro Solanet,TERAPIA INTENSIVA,2009,5
VIII,BALCARCE,Municipales,Hosp. Subz. Munic. de Balcarce,TERAPIA INTENSIVA,2009,7
VIII,GRAL ALVARADO,Municipales,Hosp. Munic. Dr. Mariano Cassano,TERAPIA INTENSIVA,2009,4
VIII,GRAL MADARIAGA,Municipales,Hosp. Munic. Ana R. S. de Martínez Guerrero,TERAPIA INTENSIVA,2009,2
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Esp. Mat. Infantil Don V. Tetamanti,TERAPIA INTENSIVA INFANTIL,2009,8
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Esp. Mat. Infantil Don V. Tetamanti,TERAPIA INTENSIVA NEONATOLOGICA,2009,14
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Gral. de Ag. Dr. O. Alende,TERAPIA INTENSIVA,2009,18
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Gral. de Ag. Dr. O. Alende,UNIDAD CORONARIA,2009,8
VIII,LA COSTA,Municipales,Hosp. Munic. Carlos F. Macías,CUIDADOS ESPECIALES,2009,2
VIII,LA COSTA,Municipales,Hosp. Munic. Carlos F. Macías,TERAPIA INTENSIVA,2009,5
VIII,LA COSTA,Municipales,Unid. Munic. Roberto L. Dios,TERAPIA INTENSIVA,2009,2
VIII,LOBERIA,Municipales,Hosp. Munic. Gaspar Campos,TERAPIA INTENSIVA,2009,4
VIII,MAIPU,Municipales,Hosp. Subz. de Maipú,TERAPIA INTENSIVA,2009,4
VIII,NECOCHEA,Municipales,Hosp. Munic. Dr. Emilio Ferreyra,TERAPIA INTENSIVA,2009,6
VIII,SAN CAYETANO,Municipales,Hosp. Munic. Alberto Menditeguy,TERAPIA INTENSIVA,2009,4
VIII,TANDIL,Municipales,Hosp. Munic. Ramón Santamarina,TERAPIA INTENSIVA,2009,7
VIII,VILLA GESELL,Municipales,Hosp. Munic. de Ag. Dr. Arturo Illia,TERAPIA INTENSIVA,2009,4
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA NEONATOLOGICA,2011,12
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,CUIDADOS ESPECIALES,2011,3
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,TERAPIA INTENSIVA,2011,5
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,CUIDADOS ESPECIALES INFANTILES,2010,4
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA INFANTIL,2010,4
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA NEONATOLOGICA,2010,11
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,CUIDADOS ESPECIALES,2010,3
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,TERAPIA INTENSIVA,2010,5
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA INFANTIL,2009,3
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA NEONATOLOGICA,2009,9
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,TERAPIA INTENSIVA,2009,5
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2011,4
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2010,4
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2009,4
X,SUIPACHA,Municipales,Hosp. Munic. Esteban Iribarne,TERAPIA INTENSIVA,2016,4
X,SUIPACHA,Municipales,Hosp. Munic. Esteban Iribarne,TERAPIA INTENSIVA,2015,3
X,SUIPACHA,Municipales,Hosp. Munic. Esteban Iribarne,TERAPIA INTENSIVA,2014,3
X,VEINTICINCO DE MAYO,Municipales,Hosp. Subz. Saturnino Unzué,TERAPIA INTENSIVA,2009,8
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA,2016,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA NEONATOLOGICA,2016,7
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA,2015,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA NEONATOLOGICA,2015,7
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA,2014,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA NEONATOLOGICA,2014,7
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA,2013,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA NEONATOLOGICA,2013,7
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson(121),TERAPIA INTENSIVA,2012,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson(121),TERAPIA INTENSIVA NEONATOLOGICA,2012,6
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA,2011,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA NEONATOLOGICA,2011,5
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA,2010,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA NEONATOLOGICA,2010,5
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA,2009,4
XI,PRESIDENTE PERON,Provinciales,Hosp. Zonal Gral. de Ag. Dra. Cecilia Grierson,TERAPIA INTENSIVA NEONATOLOGICA,2009,6
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2016,2
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2015,2
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2014,2
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2013,2
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2012,2
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2011,2
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2010,2
XI,PUNTA INDIO,Municipales,Hosp. de la Comunidad Dr. Guillermo Hernández,TERAPIA INTENSIVA,2009,2
XI,SAN VICENTE,Municipales,Hosp. Subz. Gral. Dr. R. Carrillo,TERAPIA INTENSIVA,2009,4
XII,LA MATANZA,Municipales,Hosp. Mat. Infantil Dra. T. L. Germani,CUIDADOS ESPECIALES,2009,2
XII,LA MATANZA,Municipales,Hosp. Munic. de Niños de San Justo,TERAPIA INTENSIVA INFANTIL,2009,7
XII,LA MATANZA,Municipales,Policlínico Central San Justo,CUIDADOS ESPECIALES,2009,3
XII,LA MATANZA,Municipales,Policlínico Central San Justo,CUIDADOS ESPECIALES INFANTILES,2009,2
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,TERAPIA INTENSIVA,2009,6
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,UNIDAD CORONARIA,2009,5
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,TERAPIA INTENSIVA NEONATOLOGICA,2009,9
XII,LA MATANZA,Provinciales,Hosp. Zonal de Ag. de González Catán Km.32,TERAPIA INTENSIVA,2009,9
